cliente_id,nombre_cliente,segmento_cliente,ciudad,edad,ingreso_estimado,producto,saldo_producto,cupo_credito,fecha_vencimiento,fecha_movimiento,categoria_consumo,monto_consumo,canal,estado_producto,cupo_credito_estado,aplica_fecha_vencimiento,primer_movimiento_cliente_producto,categoria_saldo
C000511,Cliente 0511,MASS,Guayaquil,42,859.97,Tarjeta de Crédito,799.21,2200.0,2028-09-04,2026-02-04,EDUCATION,11.92,App,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001762,Cliente 1762,MASS,Quito,51,887.19,Cuenta de Ahorros,2032.39,,,2025-02-08,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-01-26,VALIDADO - HISTÓRICO DISPONIBLE
C001541,Cliente 1541,MASS,Quito,32,711.96,Cuenta de Ahorros,2050.07,,,2025-08-12,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-02-22,VALIDADO - HISTÓRICO DISPONIBLE
C000969,Cliente 0969,PYME,Guayaquil,33,4931.55,Cuenta de Ahorros,6582.26,,,2025-04-30,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C001931,Cliente 1931,MASS,Guayaquil,27,650.2,Cuenta Corriente,1649.21,,,2025-11-17,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-11-17,VALIDADO - HISTÓRICO DISPONIBLE
C001081,Cliente 1081,AFFLUENT,Ambato,32,1963.7,Tarjeta de Crédito,1004.62,3900.0,2030-04-26,2026-05-05,SUPERMARKET,88.65,Web,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C000889,Cliente 0889,MASS,Ambato,21,952.71,Cuenta de Ahorros,1491.17,,,2025-10-10,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-10-10,VALIDADO - HISTÓRICO DISPONIBLE
C000087,Cliente 0087,MASS,Guayaquil,47,797.22,Tarjeta de Crédito,201.37,1300.0,2027-08-21,2026-07-10,ENTERTAINMENT,29.82,POS,Activo,CON CUPO,SI,2025-03-31,VALIDADO - HISTÓRICO DISPONIBLE
C001885,Cliente 1885,JOVEN,Manta,41,829.99,Tarjeta de Crédito,446.5,2000.0,2028-10-13,2026-07-09,ENTERTAINMENT,113.38,Web,Activo,CON CUPO,SI,2025-02-21,VALIDADO - HISTÓRICO DISPONIBLE
C000203,Cliente 0203,MASS,Cuenca,49,1126.81,Crédito de Consumo,3562.95,,2027-03-02,2026-03-19,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-01-27,VALIDADO - HISTÓRICO DISPONIBLE
C002041,Cliente 2041,PREMIUM,Quito,34,4633.0,Cuenta Corriente,7840.76,,,2026-08-14,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-02-03,VALIDADO - HISTÓRICO DISPONIBLE
C001280,Cliente 1280,MASS,Quito,38,601.7,Crédito de Consumo,6220.75,,2031-09-14,2026-03-01,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-04-15,VALIDADO - HISTÓRICO DISPONIBLE
C000764,Cliente 0764,MASS,Ambato,53,651.5,Cuenta de Ahorros,2247.47,,,2026-02-21,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-04-02,VALIDADO - HISTÓRICO DISPONIBLE
C001715,Cliente 1715,MASS,Quito,36,790.28,Cuenta Corriente,2616.62,,,2026-08-23,NO APLICA,0.0,App,Activo,NO APLICA,NO,2026-03-02,VALIDADO - HISTÓRICO DISPONIBLE
C001379,Cliente 1379,JOVEN,Guayaquil,62,1688.96,Tarjeta de Crédito,732.5,3000.0,2027-09-12,2025-01-06,STREAMING,284.68,Branch,Activo,CON CUPO,SI,2025-01-06,VALIDADO - HISTÓRICO DISPONIBLE
C001030,Cliente 1030,PREMIUM,Quito,35,1611.42,Cuenta Corriente,4206.65,,,2025-10-25,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-10-12,VALIDADO - HISTÓRICO DISPONIBLE
C000680,Cliente 0680,PYME,Cuenca,42,2679.05,Tarjeta de Crédito,3307.32,8000.0,2028-12-05,2026-05-01,FOOD,98.6,POS,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C000631,Cliente 0631,MASS,Cuenca,47,1307.68,Tarjeta de Crédito,1323.67,3800.0,2027-05-02,2026-03-25,FUEL,163.13,App,Activo,CON CUPO,SI,2025-01-16,VALIDADO - HISTÓRICO DISPONIBLE
C001378,Cliente 1378,MASS,Guayaquil,29,462.01,Tarjeta de Crédito,113.55,500.0,2026-12-08,2025-03-06,TECHNOLOGY,48.61,Branch,Activo,CON CUPO,SI,2025-02-07,VALIDADO - HISTÓRICO DISPONIBLE
C000616,Cliente 0616,JOVEN,Quito,41,893.25,Tarjeta de Crédito,232.81,1200.0,2029-09-11,2025-08-05,STREAMING,45.64,POS,Activo,CON CUPO,SI,11/01/2026,VALIDADO - HISTÓRICO DISPONIBLE
C001781,Cliente 1781,PREMIUM,Guayaquil,50,2507.99,Tarjeta de Crédito,2281.94,5600.0,2029-06-28,2025-09-21,ENTERTAINMENT,503.82,POS,Activo,CON CUPO,SI,2025-02-24,VALIDADO - HISTÓRICO DISPONIBLE
C000775,Cliente 0775,MASS,Quito,39,600.3,Tarjeta de Crédito,491.59,1200.0,2030-09-09,2025-10-23,STREAMING,10.39,Web,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C001709,Cliente 1709,MASS,Ambato,48,1165.92,Tarjeta de Crédito,1481.39,3300.0,2027-02-01,2025-08-24,TECHNOLOGY,46.57,App,Activo,CON CUPO,SI,2025-03-27,VALIDADO - HISTÓRICO DISPONIBLE
C001983,Cliente 1983,JOVEN,Quito,58,822.01,Tarjeta de Crédito,416.32,1200.0,2030-01-28,2026-06-05,HEALTH,23.95,POS,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001368,Cliente 1368,AFFLUENT,Guayaquil,48,2416.08,Tarjeta de Crédito,560.74,6300.0,2027-08-01,2026-05-21,STREAMING,366.65,POS,Activo,CON CUPO,SI,2025-02-28,VALIDADO - HISTÓRICO DISPONIBLE
C001084,Cliente 1084,MASS,Quito,27,638.66,Crédito Hipotecario,56469.22,,2029-04-05,2025-09-07,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-09-07,VALIDADO - HISTÓRICO DISPONIBLE
C000610,Cliente 0610,MASS,Quito,25,810.71,Tarjeta de Crédito,567.04,1400.0,2027-10-21,2025-03-11,SUPERMARKET,12.22,Web,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C001939,Cliente 1939,MASS,Guayaquil,18,616.4,Tarjeta de Crédito,427.56,1500.0,2028-10-25,2026-06-05,FOOD,53.73,POS,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001761,Cliente 1761,MASS,Guayaquil,45,710.39,Tarjeta de Crédito,144.95,1200.0,2026-09-20,2025-01-11,SUPERMARKET,18.98,App,Activo,CON CUPO,SI,2025-01-11,VALIDADO - HISTÓRICO DISPONIBLE
C000134,Cliente 0134,MASS,Manta,37,568.13,Tarjeta de Crédito,512.96,1400.0,2029-12-31,2026-08-11,EDUCATION,20.58,App,Activo,CON CUPO,SI,2025-03-13,VALIDADO - HISTÓRICO DISPONIBLE
C000702,Cliente 0702,PREMIUM,Quito,26,3542.06,Tarjeta de Crédito,1833.09,6900.0,2027-11-11,2025-09-20,EDUCATION,277.78,Branch,Activo,CON CUPO,SI,2025-04-15,VALIDADO - HISTÓRICO DISPONIBLE
C000970,Cliente 0970,JOVEN,Quito,46,741.88,Crédito Vehicular,3206.37,,2029-04-26,2026-06-11,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-06-11,VALIDADO - HISTÓRICO DISPONIBLE
C000548,Cliente 0548,PREMIUM,Guayaquil,33,2792.79,Tarjeta de Crédito,1593.14,7200.0,2030-09-19,2026-04-05,FOOD,295.06,POS,Activo,CON CUPO,SI,2025-03-30,VALIDADO - HISTÓRICO DISPONIBLE
C001241,Cliente 1241,AFFLUENT,Ambato,36,1764.35,Crédito de Consumo,6657.03,,2027-10-26,2025-01-31,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C001828,Cliente 1828,MASS,Cuenca,36,819.32,Tarjeta de Crédito,1297.03,2300.0,2029-02-16,2026-07-19,TECHNOLOGY,36.24,POS,Activo,CON CUPO,SI,2025-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C001085,Cliente 1085,MASS,Guayaquil,45,1109.37,Tarjeta de Crédito,1122.45,2200.0,2029-07-04,2026-02-22,ENTERTAINMENT,26.33,POS,Activo,CON CUPO,SI,2025-05-17,VALIDADO - HISTÓRICO DISPONIBLE
C000111,Cliente 0111,PYME,Quito,46,2412.35,Crédito Vehicular,19526.15,,2031-07-29,2026-01-28,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2026-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C001583,Cliente 1583,MASS,Guayaquil,23,545.47,Tarjeta de Crédito,0.0,1200.0,2028-03-20,2025-10-15,TRAVEL,75.74,POS,Activo,CON CUPO,SI,2025-02-18,VALIDADO - HISTÓRICO DISPONIBLE
C000582,Cliente 0582,MASS,Guayaquil,46,1230.41,Tarjeta de Crédito,0.0,1400.0,2026-10-14,2025-02-05,FOOD,93.91,Web,Activo,CON CUPO,SI,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C001048,Cliente 1048,JOVEN,Ambato,30,821.43,Tarjeta de Crédito,418.17,1600.0,2029-05-14,2025-02-23,STREAMING,45.89,POS,Activo,CON CUPO,SI,2025-02-23,VALIDADO - HISTÓRICO DISPONIBLE
C001154,Cliente 1154,AFFLUENT,Ambato,38,2395.4,Tarjeta de Crédito,433.59,4700.0,2029-04-27,2025-08-26,TECHNOLOGY,254.98,POS,Activo,CON CUPO,SI,2025-01-07,VALIDADO - HISTÓRICO DISPONIBLE
C000847,Cliente 0847,PREMIUM,Cuenca,47,5872.56,Tarjeta de Crédito,497.14,6800.0,2026-12-26,2026-04-25,FOOD,445.54,App,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C000274,Cliente 0274,PYME,Quito,36,3106.39,Tarjeta de Crédito,1465.75,8400.0,2027-09-23,2025-02-12,FUEL,79.4,POS,Activo,CON CUPO,SI,2025-02-12,VALIDADO - HISTÓRICO DISPONIBLE
C000143,Cliente 0143,PYME,Guayaquil,26,1499.27,Cuenta Corriente,5401.04,,,2025-01-23,NO APLICA,0.0,POS,Activo,NO APLICA,NO,2025-01-23,VALIDADO - HISTÓRICO DISPONIBLE
C000306,Cliente 0306,PREMIUM,Quito,42,3837.12,Tarjeta de Crédito,1162.71,6700.0,2030-01-08,2025-07-06,ENTERTAINMENT,242.37,Branch,Activo,CON CUPO,SI,2025-01-19,VALIDADO - HISTÓRICO DISPONIBLE
C002134,Cliente 2134,MASS,Guayaquil,44,2000.48,Tarjeta de Crédito,1109.54,3100.0,2029-06-05,2025-12-04,SUPERMARKET,50.81,POS,Activo,CON CUPO,SI,2025-04-09,VALIDADO - HISTÓRICO DISPONIBLE
C000662,Cliente 0662,PYME,Manta,62,4204.98,Tarjeta de Crédito,1209.21,7500.0,2027-01-05,2026-04-26,ENTERTAINMENT,186.62,POS,Activo,CON CUPO,SI,2025-05-02,VALIDADO - HISTÓRICO DISPONIBLE
C001904,Cliente 1904,MASS,Guayaquil,33,722.77,Crédito de Consumo,7441.37,,2028-12-01,2026-05-23,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-05-30,VALIDADO - HISTÓRICO DISPONIBLE
C001473,Cliente 1473,AFFLUENT,Cuenca,40,1671.56,Tarjeta de Crédito,277.53,2700.0,2027-05-17,2026-04-28,ENTERTAINMENT,83.34,Branch,Activo,CON CUPO,SI,2025-03-22,VALIDADO - HISTÓRICO DISPONIBLE
C001928,Cliente 1928,MASS,Cuenca,41,847.45,Tarjeta de Crédito,748.49,1500.0,2029-08-15,2025-04-22,SUPERMARKET,57.33,POS,Activo,CON CUPO,SI,2025-04-20,VALIDADO - HISTÓRICO DISPONIBLE
C000377,Cliente 0377,PREMIUM,Quito,27,4698.34,Tarjeta de Crédito,2182.18,8300.0,2028-05-06,2025-03-14,FUEL,232.31,App,Activo,CON CUPO,SI,2025-02-04,VALIDADO - HISTÓRICO DISPONIBLE
C000337,Cliente 0337,AFFLUENT,Quito,41,1778.52,Tarjeta de Crédito,709.37,2400.0,2027-02-22,2025-01-08,HEALTH,58.23,Branch,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001625,Cliente 1625,AFFLUENT,Loja,28,2679.66,Tarjeta de Crédito,1133.75,3000.0,2029-01-17,2025-03-30,FUEL,211.25,POS,Activo,CON CUPO,SI,2025-03-30,VALIDADO - HISTÓRICO DISPONIBLE
C000445,Cliente 0445,MASS,Quito,50,1295.28,Tarjeta de Crédito,901.33,1300.0,2027-02-10,2025-12-17,SUPERMARKET,22.14,App,Activo,CON CUPO,SI,2025-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C000138,Cliente 0138,MASS,Quito,54,825.89,Tarjeta de Crédito,292.04,1500.0,2030-01-24,2025-04-15,ENTERTAINMENT,46.88,App,Activo,CON CUPO,SI,2025-02-10,VALIDADO - HISTÓRICO DISPONIBLE
C000981,Cliente 0981,MASS,Manta,46,1098.41,Tarjeta de Crédito,882.28,2800.0,2029-06-07,2025-02-22,FOOD,36.75,App,Activo,CON CUPO,SI,2025-02-22,VALIDADO - HISTÓRICO DISPONIBLE
C000614,Cliente 0614,PREMIUM,Quito,46,8425.25,Tarjeta de Crédito,2730.46,23700.0,2029-11-27,2026-08-26,FUEL,364.31,POS,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C001814,Cliente 1814,MASS,Manta,24,615.89,Tarjeta de Crédito,533.38,1000.0,2027-12-09,2025-12-18,FOOD,7.7,POS,Activo,CON CUPO,SI,2025-01-24,VALIDADO - HISTÓRICO DISPONIBLE
C001218,Cliente 1218,MASS,Loja,53,423.55,Tarjeta de Crédito,205.94,1200.0,2030-02-22,2025-12-18,HEALTH,70.45,POS,Activo,CON CUPO,SI,2025-04-01,VALIDADO - HISTÓRICO DISPONIBLE
C000383,Cliente 0383,MASS,Guayaquil,31,1038.79,Tarjeta de Crédito,1517.34,2900.0,2026-09-17,2025-08-17,FOOD,58.43,ATM,Activo,CON CUPO,SI,2025-01-05,VALIDADO - HISTÓRICO DISPONIBLE
C002058,Cliente 2058,PYME,Loja,64,4964.99,Cuenta de Ahorros,24062.06,,,2025-01-06,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-06,VALIDADO - HISTÓRICO DISPONIBLE
C000441,Cliente 0441,MASS,Guayaquil,59,960.53,Crédito de Consumo,5836.4,,2028-02-11,2025-09-12,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-05-05,VALIDADO - HISTÓRICO DISPONIBLE
C000674,Cliente 0674,MASS,Quito,43,1518.72,Tarjeta de Crédito,1469.78,2700.0,2030-07-13,2026-05-15,ENTERTAINMENT,33.76,POS,Activo,CON CUPO,SI,2025-05-05,VALIDADO - HISTÓRICO DISPONIBLE
C000285,Cliente 0285,MASS,Guayaquil,28,841.54,Tarjeta de Crédito,569.18,1400.0,2027-05-15,2025-09-28,EDUCATION,4.72,App,Activo,CON CUPO,SI,2025-01-19,VALIDADO - HISTÓRICO DISPONIBLE
C000493,Cliente 0493,AFFLUENT,Cuenca,26,835.28,Tarjeta de Crédito,414.82,1500.0,2028-05-21,2025-03-02,FOOD,32.86,POS,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C000406,Cliente 0406,AFFLUENT,Guayaquil,68,2173.31,Tarjeta de Crédito,1314.4,6400.0,2027-09-15,2025-05-04,TECHNOLOGY,55.71,POS,Activo,CON CUPO,SI,2025-02-24,VALIDADO - HISTÓRICO DISPONIBLE
C001170,Cliente 1170,AFFLUENT,Loja,46,1729.21,Crédito Vehicular,20735.12,,2031-02-04,2025-02-27,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-02-14,VALIDADO - HISTÓRICO DISPONIBLE
C000690,Cliente 0690,PREMIUM,Cuenca,53,3287.27,Tarjeta de Crédito,1016.2,8100.0,2027-01-18,2025-09-16,STREAMING,57.57,POS,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C001432,Cliente 1432,MASS,Quito,41,761.05,Tarjeta de Crédito,349.5,900.0,2030-07-15,2025-09-05,FOOD,16.51,POS,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C001849,Cliente 1849,MASS,Loja,34,529.01,Tarjeta de Crédito,0.0,600.0,2028-12-29,2025-10-26,SUPERMARKET,8.91,POS,Activo,CON CUPO,SI,2025-03-09,VALIDADO - HISTÓRICO DISPONIBLE
C000685,Cliente 0685,MASS,Guayaquil,35,3012.44,Crédito Hipotecario,99265.07,,2026-10-14,2025-12-12,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-12-12,VALIDADO - HISTÓRICO DISPONIBLE
C001382,Cliente 1382,AFFLUENT,Ambato,30,2132.78,Cuenta Corriente,9348.82,,,2025-09-04,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-02-06,VALIDADO - HISTÓRICO DISPONIBLE
C000103,Cliente 0103,PREMIUM,Guayaquil,42,4597.87,Tarjeta de Crédito,0.0,6400.0,2028-04-07,2025-01-24,TRAVEL,1015.08,Branch,Activo,CON CUPO,SI,2025-01-24,VALIDADO - HISTÓRICO DISPONIBLE
C001364,Cliente 1364,AFFLUENT,Manta,36,2344.19,Tarjeta de Crédito,261.96,4100.0,2028-05-09,2025-07-26,FOOD,187.76,Web,Activo,CON CUPO,SI,2025-04-03,VALIDADO - HISTÓRICO DISPONIBLE
C000719,Cliente 0719,PYME,Quito,40,2582.43,Tarjeta de Crédito,1606.53,6100.0,2029-01-20,2025-01-15,FOOD,107.75,Branch,Activo,CON CUPO,SI,2025-01-15,VALIDADO - HISTÓRICO DISPONIBLE
C001240,Cliente 1240,AFFLUENT,Guayaquil,39,1315.56,Tarjeta de Crédito,921.66,2900.0,2027-08-12,2026-08-22,FOOD,67.84,POS,Activo,CON CUPO,SI,2025-05-06,VALIDADO - HISTÓRICO DISPONIBLE
C000708,Cliente 0708,MASS,Ambato,51,482.04,Cuenta de Ahorros,1842.62,,,2026-03-29,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-07-18,VALIDADO - HISTÓRICO DISPONIBLE
C000906,Cliente 0906,MASS,Cuenca,44,1584.19,Tarjeta de Crédito,1154.24,2500.0,2029-05-14,2025-07-23,OTHERS,65.71,Branch,Activo,CON CUPO,SI,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C002082,Cliente 2082,MASS,Loja,36,565.91,Tarjeta de Crédito,288.94,1000.0,2028-05-20,2026-06-17,OTHERS,16.74,POS,Activo,CON CUPO,SI,2025-06-21,VALIDADO - HISTÓRICO DISPONIBLE
C001715,Cliente 1715,MASS,Quito,36,790.28,Tarjeta de Crédito,412.87,1000.0,2027-08-13,2025-05-16,STREAMING,46.85,POS,Activo,CON CUPO,SI,2025-01-25,VALIDADO - HISTÓRICO DISPONIBLE
C000922,Cliente 0922,MASS,Quito,48,1593.38,Tarjeta de Crédito,514.11,2900.0,2028-05-21,2025-04-18,FOOD,66.19,Branch,Activo,CON CUPO,SI,2025-02-25,VALIDADO - HISTÓRICO DISPONIBLE
C002182,Cliente 2182,AFFLUENT,Guayaquil,27,3440.92,Tarjeta de Crédito,4689.75,9000.0,2027-05-11,2025-12-02,TRAVEL,117.19,POS,Activo,CON CUPO,SI,2025-05-29,VALIDADO - HISTÓRICO DISPONIBLE
C001981,Cliente 1981,PYME,Cuenca,36,2676.62,Cuenta Corriente,3068.2,,,2026-08-17,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-05-04,VALIDADO - HISTÓRICO DISPONIBLE
C002015,Cliente 2015,MASS,Guayaquil,40,1303.58,Tarjeta de Crédito,799.48,1600.0,2027-01-26,2025-09-14,EDUCATION,28.53,POS,Activo,CON CUPO,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C000381,Cliente 0381,AFFLUENT,Guayaquil,26,1530.46,Crédito Vehicular,26993.76,,2026-11-23,2025-06-09,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-06-09,VALIDADO - HISTÓRICO DISPONIBLE
C001445,Cliente 1445,MASS,Guayaquil,27,888.8,Tarjeta de Crédito,837.14,2500.0,2026-11-15,2026-03-15,FOOD,116.19,POS,Activo,CON CUPO,SI,06/12/2025,VALIDADO - HISTÓRICO DISPONIBLE
C000384,Cliente 0384,MASS,Guayaquil,39,769.73,Tarjeta de Crédito,719.78,2200.0,2027-03-04,2025-01-21,FUEL,16.04,App,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C001363,Cliente 1363,AFFLUENT,Ambato,51,1981.91,Tarjeta de Crédito,912.33,4100.0,2029-07-25,2025-05-20,ENTERTAINMENT,124.0,Web,Activo,CON CUPO,SI,2025-05-20,VALIDADO - HISTÓRICO DISPONIBLE
C000718,Cliente 0718,MASS,Guayaquil,55,1898.2,Tarjeta de Crédito,1217.81,3400.0,2029-12-21,2025-08-17,SUPERMARKET,182.81,POS,Activo,CON CUPO,SI,2025-01-04,VALIDADO - HISTÓRICO DISPONIBLE
C000608,Cliente 0608,MASS,Guayaquil,26,553.49,Cuenta de Ahorros,1191.43,,,2026-08-02,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2026-08-02,VALIDADO - HISTÓRICO DISPONIBLE
C000401,Cliente 0401,AFFLUENT,Guayaquil,32,4211.19,Cuenta de Ahorros,17982.32,,,2025-04-27,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-04-27,VALIDADO - HISTÓRICO DISPONIBLE
C002075,Cliente 2075,AFFLUENT,Guayaquil,34,1689.56,Crédito Vehicular,20662.29,,2030-08-26,2025-03-11,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-03-11,VALIDADO - HISTÓRICO DISPONIBLE
C001593,Cliente 1593,AFFLUENT,Guayaquil,34,1982.54,Tarjeta de Crédito,968.61,2100.0,2027-04-20,2025-04-22,TRAVEL,35.33,App,Activo,CON CUPO,SI,2025-03-25,VALIDADO - HISTÓRICO DISPONIBLE
C000113,Cliente 0113,MASS,Guayaquil,65,741.54,Tarjeta de Crédito,453.71,1400.0,2029-06-29,2026-03-22,TRAVEL,122.28,Web,Activo,CON CUPO,SI,2025-01-20,VALIDADO - HISTÓRICO DISPONIBLE
C001024,Cliente 1024,JOVEN,Quito,23,593.97,Tarjeta de Crédito,289.88,1000.0,2028-06-15,2025-05-31,SUPERMARKET,31.43,POS,Activo,CON CUPO,SI,20/04/2025,VALIDADO - HISTÓRICO DISPONIBLE
C001584,Cliente 1584,MASS,Guayaquil,24,665.23,Crédito Vehicular,11998.52,,2028-12-29,2026-07-06,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-01-02,VALIDADO - HISTÓRICO DISPONIBLE
C000969,Cliente 0969,PYME,Guayaquil,33,4931.55,Cuenta de Ahorros,6582.26,,,2025-12-08,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C002014,Cliente 2014,MASS,Guayaquil,39,1237.4,Tarjeta de Crédito,52.39,3400.0,2029-02-28,2026-02-16,FOOD,45.62,App,Activo,CON CUPO,SI,2025-08-09,VALIDADO - HISTÓRICO DISPONIBLE
C000191,Cliente 0191,MASS,Cuenca,35,1357.34,Crédito Vehicular,7784.4,,2030-12-11,2025-07-10,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-07-10,VALIDADO - HISTÓRICO DISPONIBLE
C000665,Cliente 0665,JOVEN,Quito,42,533.87,Tarjeta de Crédito,279.51,1200.0,2027-07-24,2025-08-05,STREAMING,16.69,App,Activo,CON CUPO,SI,2025-01-11,VALIDADO - HISTÓRICO DISPONIBLE
C001976,Cliente 1976,MASS,Quito,28,858.11,Tarjeta de Crédito,0.0,1400.0,2027-11-10,2026-03-13,OTHERS,72.14,POS,Activo,CON CUPO,SI,2025-04-28,VALIDADO - HISTÓRICO DISPONIBLE
C001833,Cliente 1833,PYME,Guayaquil,22,6267.12,Cuenta de Ahorros,30397.68,,,2026-04-02,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-11-11,VALIDADO - HISTÓRICO DISPONIBLE
C000124,Cliente 0124,JOVEN,Guayaquil,56,561.33,Tarjeta de Crédito,127.69,600.0,2029-05-17,2026-03-31,STREAMING,30.03,POS,Activo,CON CUPO,SI,2025-01-20,VALIDADO - HISTÓRICO DISPONIBLE
C000614,Cliente 0614,PREMIUM,Quito,46,8425.25,Tarjeta de Crédito,2730.46,23700.0,2029-11-27,2025-06-10,FOOD,603.26,POS,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C000893,Cliente 0893,MASS,Quito,52,1021.95,Tarjeta de Crédito,566.56,1100.0,2028-06-18,2025-02-14,ENTERTAINMENT,25.85,POS,Activo,CON CUPO,SI,2025-02-14,VALIDADO - HISTÓRICO DISPONIBLE
C001435,Cliente 1435,MASS,Ambato,30,543.08,Tarjeta de Crédito,266.5,600.0,2028-02-28,2025-10-18,OTHERS,40.59,POS,Activo,CON CUPO,SI,2025-03-26,VALIDADO - HISTÓRICO DISPONIBLE
C001471,Cliente 1471,MASS,Ambato,39,637.98,Tarjeta de Crédito,331.19,1100.0,2027-05-08,2025-08-25,ENTERTAINMENT,22.55,App,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C000270,Cliente 0270,AFFLUENT,Guayaquil,45,3590.44,Cuenta Corriente,-100.0,,,2026-01-15,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-11-12,VALIDADO - HISTÓRICO DISPONIBLE
C000061,Cliente 0061,PYME,Quito,49,2806.06,Tarjeta de Crédito,1023.8,7700.0,2027-07-21,2025-10-08,FOOD,340.29,App,Activo,CON CUPO,SI,2025-04-01,VALIDADO - HISTÓRICO DISPONIBLE
C001587,Cliente 1587,PYME,Quito,36,4721.9,Cuenta de Ahorros,15657.45,,,2025-01-19,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-01-19,VALIDADO - HISTÓRICO DISPONIBLE
C001236,Cliente 1236,PREMIUM,Manta,52,2875.66,Tarjeta de Crédito,2404.28,8100.0,2029-04-19,2025-04-25,TECHNOLOGY,121.48,App,Activo,CON CUPO,SI,2025-04-25,VALIDADO - HISTÓRICO DISPONIBLE
C000066,Cliente 0066,MASS,Cuenca,18,1104.18,Tarjeta de Crédito,429.3,2100.0,2030-04-23,2025-03-31,TRAVEL,30.58,App,Activo,CON CUPO,SI,2025-03-06,VALIDADO - HISTÓRICO DISPONIBLE
C000961,Cliente 0961,MASS,Quito,37,1041.35,Tarjeta de Crédito,315.12,2100.0,2029-05-20,2025-08-05,OTHERS,114.49,Web,Activo,CON CUPO,SI,2025-02-06,VALIDADO - HISTÓRICO DISPONIBLE
C000711,Cliente 0711,PYME,Guayaquil,42,2943.75,Tarjeta de Crédito,4938.05,6900.0,2026-10-06,2025-05-17,STREAMING,84.52,Web,Activo,CON CUPO,SI,2025-01-19,VALIDADO - HISTÓRICO DISPONIBLE
